"","X1","X600","X0","X0.1","X0.2","X1.997","X0.3"
"96",6,600,0,0,1,2.084,0
"97",7,600,0,0,1,2.08000000000001,0
"98",8,600,0,0,1,2.06700000000001,0
"99",9,600,0,0,1,2.07900000000001,0
"100",10,600,0,0,1,1.99199999999999,0
"101",11,600,0,0,1,2.09399999999999,0
"102",12,600,0,0,1,2.08500000000001,0
"103",13,600,0,0,1,2.108,0
"104",14,600,0,0,1,2.006,0
"105",15,600,0,0,1,1.97899999999998,0
"106",16,600,0,0,1,2.06999999999999,0
"107",17,600,0,0,1,2.07399999999998,0
"108",18,600,0,0,1,2.059,0
"109",19,600,0,0,1,1.94,0
"110",20,600,0,0,1,2.078,0
"111",21,600,0,0,1,2.11399999999998,0
"112",22,600,0,0,1,2.09199999999998,0
"113",23,600,0,0,1,2.065,0
"114",24,600,0,0,1,2.149,0
"115",25,600,0,0,1,2.13799999999998,0
"116",26,600,0,0,1,2.083,0
"117",27,600,0,0,1,2.10900000000001,0
"118",28,600,0,0,1,2.13499999999999,0
"119",29,600,0,0,1,2.13400000000001,0
"120",30,600,0,0,1,2.07300000000001,0
"121",1,600,0,0.333333333333333,0,2.10299999999998,9
"122",2,600,0,0.333333333333333,0,2.131,7.5
"123",3,600,0,0.333333333333333,0,2.05200000000002,9
"124",4,600,0,0.333333333333333,0,2.10900000000001,9
"125",5,600,0,0.333333333333333,0,2.113,9
"126",6,600,0,0.333333333333333,0,2.096,5.33333333333333
"127",7,600,0,0.333333333333333,0,2.07499999999999,6.5
"128",8,600,0,0.333333333333333,0,2.10700000000003,10.5
"129",9,600,0,0.333333333333333,0,2.024,4.33333333333333
"130",10,600,0,0.333333333333333,0,1.94600000000003,8.66666666666667
"131",11,600,0,0.333333333333333,0,1.97899999999998,5
"132",12,600,0,0.333333333333333,0,2.11100000000005,10.1666666666667
"133",13,600,0,0.333333333333333,0,2.08499999999998,5.16666666666667
"134",14,600,0,0.333333333333333,0,2.08500000000004,5.66666666666667
"135",15,600,0,0.333333333333333,0,2.113,5.33333333333333
"136",16,600,0,0.333333333333333,0,2.10399999999998,5.83333333333333
"137",17,600,0,0.333333333333333,0,1.99899999999997,9.66666666666667
"138",18,600,0,0.333333333333333,0,2.03399999999999,9.16666666666667
"139",19,600,0,0.333333333333333,0,2.12600000000003,4.16666666666667
"140",20,600,0,0.333333333333333,0,2.18299999999999,6.33333333333333
"141",21,600,0,0.333333333333333,0,2.06299999999999,6.66666666666667
"142",22,600,0,0.333333333333333,0,2.13799999999998,9.33333333333333
"143",23,600,0,0.333333333333333,0,2.11400000000003,11.6666666666667
"144",24,600,0,0.333333333333333,0,2.09199999999998,9
"145",25,600,0,0.333333333333333,0,2.10699999999997,7
"146",26,600,0,0.333333333333333,0,2.00599999999997,8.33333333333333
"147",27,600,0,0.333333333333333,0,2.10699999999997,3.16666666666667
"148",28,600,0,0.333333333333333,0,2.05799999999999,7
"149",29,600,0,0.333333333333333,0,1.99099999999999,6.33333333333333
"150",30,600,0,0.333333333333333,0,2.11900000000003,9.5
"151",1,600,0,0.333333333333333,0.333333333333333,2.06999999999999,9.16666666666667
"152",2,600,0,0.333333333333333,0.333333333333333,1.96700000000004,6.83333333333333
"153",3,600,0,0.333333333333333,0.333333333333333,2.10499999999996,6
"154",4,600,0,0.333333333333333,0.333333333333333,2.11099999999999,6
"155",5,600,0,0.333333333333333,0.333333333333333,2.05799999999999,9.83333333333333
"156",6,600,0,0.333333333333333,0.333333333333333,2.10500000000002,7.5
"157",7,600,0,0.333333333333333,0.333333333333333,2.14499999999998,5.66666666666667
"158",8,600,0,0.333333333333333,0.333333333333333,2.08100000000002,6.66666666666667
"159",9,600,0,0.333333333333333,0.333333333333333,1.97000000000003,8.83333333333333
"160",10,600,0,0.333333333333333,0.333333333333333,2.12700000000001,6.5
"161",11,600,0,0.333333333333333,0.333333333333333,2.08800000000002,8.66666666666667
"162",12,600,0,0.333333333333333,0.333333333333333,2.06500000000005,7.66666666666667
"163",13,600,0,0.333333333333333,0.333333333333333,2.12799999999999,5.66666666666667
"164",14,600,0,0.333333333333333,0.333333333333333,2.017,10.5
"165",15,600,0,0.333333333333333,0.333333333333333,1.98099999999999,8.16666666666667
"166",16,600,0,0.333333333333333,0.333333333333333,2.036,8
"167",17,600,0,0.333333333333333,0.333333333333333,2.05500000000001,8.83333333333333
"168",18,600,0,0.333333333333333,0.333333333333333,2.09000000000003,5.5
"169",19,600,0,0.333333333333333,0.333333333333333,2.05000000000001,10.5
"170",20,600,0,0.333333333333333,0.333333333333333,2.09100000000001,9
"171",21,600,0,0.333333333333333,0.333333333333333,2.024,6.5
"172",22,600,0,0.333333333333333,0.333333333333333,2.08300000000003,10.3333333333333
"173",23,600,0,0.333333333333333,0.333333333333333,2.089,8
"174",24,600,0,0.333333333333333,0.333333333333333,2.08999999999997,7.83333333333333
"175",25,600,0,0.333333333333333,0.333333333333333,2.11000000000001,6.33333333333333
"176",26,600,0,0.333333333333333,0.333333333333333,2.06900000000002,8
"177",27,600,0,0.333333333333333,0.333333333333333,2.10599999999999,5.33333333333333
"178",28,600,0,0.333333333333333,0.333333333333333,2.21999999999997,4
"179",29,600,0,0.333333333333333,0.333333333333333,2.10700000000003,9
"180",30,600,0,0.333333333333333,0.333333333333333,2.06299999999999,6.16666666666667
"181",1,600,0,0.333333333333333,0.666666666666667,2.10000000000002,4.16666666666667
"182",2,600,0,0.333333333333333,0.666666666666667,2.08699999999999,5.5
"183",3,600,0,0.333333333333333,0.666666666666667,2.03399999999999,8.66666666666667
"184",4,600,0,0.333333333333333,0.666666666666667,2.07300000000004,5.5
"185",5,600,0,0.333333333333333,0.666666666666667,2.09199999999998,7
"186",6,600,0,0.333333333333333,0.666666666666667,2.07800000000003,7.16666666666667
"187",7,600,0,0.333333333333333,0.666666666666667,2.08699999999999,7.66666666666667
"188",8,600,0,0.333333333333333,0.666666666666667,2.077,8.33333333333333
"189",9,600,0,0.333333333333333,0.666666666666667,2.101,6.16666666666667
"190",10,600,0,0.333333333333333,0.666666666666667,2.04300000000001,4.66666666666667
"191",11,600,0,0.333333333333333,0.666666666666667,2.08999999999997,5
"192",12,600,0,0.333333333333333,0.666666666666667,2.14100000000002,5.66666666666667
"193",13,600,0,0.333333333333333,0.666666666666667,2.08699999999999,5.66666666666667
"194",14,600,0,0.333333333333333,0.666666666666667,2.03899999999999,8.16666666666667
"195",15,600,0,0.333333333333333,0.666666666666667,2.06099999999998,6.66666666666667
"196",16,600,0,0.333333333333333,0.666666666666667,2.05399999999997,4.16666666666667
"197",17,600,0,0.333333333333333,0.666666666666667,2.03800000000001,10
"198",18,600,0,0.333333333333333,0.666666666666667,2.072,7.5
"199",19,600,0,0.333333333333333,0.666666666666667,2.09900000000005,6.5
"200",20,600,0,0.333333333333333,0.666666666666667,2.08799999999997,6.33333333333333
"201",21,600,0,0.333333333333333,0.666666666666667,2.07099999999997,6.83333333333333
"202",22,600,0,0.333333333333333,0.666666666666667,2.09800000000001,11.3333333333333
"203",23,600,0,0.333333333333333,0.666666666666667,2.17500000000001,4.66666666666667
"204",24,600,0,0.333333333333333,0.666666666666667,2.06999999999999,5.66666666666667
"205",25,600,0,0.333333333333333,0.666666666666667,2.11399999999998,7.16666666666667
"206",26,600,0,0.333333333333333,0.666666666666667,2.113,7.5
"207",27,600,0,0.333333333333333,0.666666666666667,2.11500000000001,9.33333333333333
"208",28,600,0,0.333333333333333,0.666666666666667,2.108,5.83333333333333
"209",29,600,0,0.333333333333333,0.666666666666667,2.137,6.16666666666667
"210",30,600,0,0.333333333333333,0.666666666666667,2.18400000000003,9.33333333333333
"211",1,600,0,0.333333333333333,1,2.04899999999998,6.66666666666667
"212",2,600,0,0.333333333333333,1,2.09199999999998,9.5
"213",3,600,0,0.333333333333333,1,2.12400000000002,5.16666666666667
"214",4,600,0,0.333333333333333,1,2.11699999999996,8.83333333333333
"215",5,600,0,0.333333333333333,1,2.08999999999997,9.16666666666667
"216",6,600,0,0.333333333333333,1,2.10700000000003,8.83333333333333
"217",7,600,0,0.333333333333333,1,2.19299999999998,7.33333333333333
"218",8,600,0,0.333333333333333,1,2.048,10.1666666666667
"219",9,600,0,0.333333333333333,1,2.07900000000001,4.33333333333333
"220",10,600,0,0.333333333333333,1,2.11700000000002,8.66666666666667
"221",11,600,0,0.333333333333333,1,2.08599999999996,11.5
"222",12,600,0,0.333333333333333,1,2.08499999999998,4.66666666666667
"223",13,600,0,0.333333333333333,1,2.08100000000002,5.5
"224",14,600,0,0.333333333333333,1,2.07799999999997,9
"225",15,600,0,0.333333333333333,1,2.077,5.16666666666667
"226",16,600,0,0.333333333333333,1,1.96899999999999,8
"227",17,600,0,0.333333333333333,1,2.09300000000002,6.66666666666667
"228",18,600,0,0.333333333333333,1,2.06700000000001,6.66666666666667
"229",19,600,0,0.333333333333333,1,2.02499999999998,6.33333333333333
"230",20,600,0,0.333333333333333,1,1.98699999999997,8.5
"231",21,600,0,0.333333333333333,1,2.01999999999998,5.5
"232",22,600,0,0.333333333333333,1,2.04900000000004,8
"233",23,600,0,0.333333333333333,1,1.976,5
"234",24,600,0,0.333333333333333,1,2.08999999999997,4.5
"235",25,600,0,0.333333333333333,1,1.98900000000003,6.33333333333333
"236",26,600,0,0.333333333333333,1,2.06799999999998,7.83333333333333
"237",27,600,0,0.333333333333333,1,1.99400000000003,8.16666666666667
"238",28,600,0,0.333333333333333,1,2.11500000000001,5.16666666666667
"239",29,600,0,0.333333333333333,1,2.04599999999999,6
"240",30,600,0,0.333333333333333,1,2.11400000000003,7.83333333333333
"241",1,600,0,0.666666666666667,0,2.09199999999998,8.5
"242",2,600,0,0.666666666666667,0,2.09699999999998,17.5
"243",3,600,0,0.666666666666667,0,2.04399999999998,11.5
"244",4,600,0,0.666666666666667,0,2.07300000000004,12.8333333333333
"245",5,600,0,0.666666666666667,0,2.13100000000003,11.8333333333333
"246",6,600,0,0.666666666666667,0,2.012,8
"247",7,600,0,0.666666666666667,0,2.10400000000004,10
"248",8,600,0,0.666666666666667,0,2.096,15.8333333333333
"249",9,600,0,0.666666666666667,0,2.09499999999991,16.5
"250",10,600,0,0.666666666666667,0,2.05700000000002,9.83333333333333
"251",11,600,0,0.666666666666667,0,2.08600000000001,20.5
"252",12,600,0,0.666666666666667,0,2.05199999999991,10.5
"253",13,600,0,0.666666666666667,0,2.01300000000003,18.6666666666667
"254",14,600,0,0.666666666666667,0,1.98200000000008,13.6666666666667
"255",15,600,0,0.666666666666667,0,2.12400000000002,15.1666666666667
"256",16,600,0,0.666666666666667,0,2.08299999999997,11.5
"257",17,600,0,0.666666666666667,0,1.96600000000001,18
"258",18,600,0,0.666666666666667,0,2,10.1666666666667
"259",19,600,0,0.666666666666667,0,2.09900000000005,14.1666666666667
"260",20,600,0,0.666666666666667,0,2.0440000000001,12.6666666666667
"261",21,600,0,0.666666666666667,0,2.05500000000006,11.8333333333333
"262",22,600,0,0.666666666666667,0,2.10500000000002,7.83333333333333
"263",23,600,0,0.666666666666667,0,2.08900000000006,7.16666666666667
"264",24,600,0,0.666666666666667,0,1.95299999999997,21.8333333333333
"265",25,600,0,0.666666666666667,0,2.09299999999996,11
"266",26,600,0,0.666666666666667,0,2.10800000000006,16
"267",27,600,0,0.666666666666667,0,2.06799999999998,15
"268",28,600,0,0.666666666666667,0,2.072,12.8333333333333
"269",29,600,0,0.666666666666667,0,2.00999999999999,16.1666666666667
"270",30,600,0,0.666666666666667,0,2.11099999999999,17.3333333333333
"271",1,600,0,0.666666666666667,0.333333333333333,2.06299999999999,14.3333333333333
"272",2,600,0,0.666666666666667,0.333333333333333,2.08600000000001,7.33333333333333
"273",3,600,0,0.666666666666667,0.333333333333333,2.03200000000004,14.8333333333333
"274",4,600,0,0.666666666666667,0.333333333333333,2.04600000000005,15.8333333333333
"275",5,600,0,0.666666666666667,0.333333333333333,2.07900000000006,19.6666666666667
"276",6,600,0,0.666666666666667,0.333333333333333,1.99400000000003,18.3333333333333
"277",7,600,0,0.666666666666667,0.333333333333333,2.11300000000006,6.83333333333333
"278",8,600,0,0.666666666666667,0.333333333333333,2.09299999999996,16.1666666666667
"279",9,600,0,0.666666666666667,0.333333333333333,2.11799999999994,11
"280",10,600,0,0.666666666666667,0.333333333333333,2.11000000000001,10
"281",11,600,0,0.666666666666667,0.333333333333333,1.99000000000001,13
"282",12,600,0,0.666666666666667,0.333333333333333,1.98599999999999,16.5
"283",13,600,0,0.666666666666667,0.333333333333333,2.06499999999994,11.3333333333333
"284",14,600,0,0.666666666666667,0.333333333333333,1.995,8.5
"285",15,600,0,0.666666666666667,0.333333333333333,1.96999999999991,13
"286",16,600,0,0.666666666666667,0.333333333333333,2.08600000000001,12.1666666666667
"287",17,600,0,0.666666666666667,0.333333333333333,2.0139999999999,8.5
"288",18,600,0,0.666666666666667,0.333333333333333,2.06500000000005,7.5
"289",19,600,0,0.666666666666667,0.333333333333333,2.08400000000006,14.1666666666667
"290",20,600,0,0.666666666666667,0.333333333333333,2.07299999999998,9.66666666666667
"291",21,600,0,0.666666666666667,0.333333333333333,2.13900000000001,14.5
"292",22,600,0,0.666666666666667,0.333333333333333,2.06400000000008,19.5
"293",23,600,0,0.666666666666667,0.333333333333333,2.08199999999999,11.3333333333333
"294",24,600,0,0.666666666666667,0.333333333333333,2.12800000000004,8.66666666666667
"295",25,600,0,0.666666666666667,0.333333333333333,2.08000000000004,9.66666666666667
"296",26,600,0,0.666666666666667,0.333333333333333,2.12399999999991,8.5
"297",27,600,0,0.666666666666667,0.333333333333333,2.11500000000001,8.66666666666667
"298",28,600,0,0.666666666666667,0.333333333333333,2.10599999999999,18
"299",29,600,0,0.666666666666667,0.333333333333333,2.09500000000003,8.5
"300",30,600,0,0.666666666666667,0.333333333333333,2.11500000000001,10.8333333333333
"301",1,600,0,0.666666666666667,0.666666666666667,2.12200000000007,15.8333333333333
"302",2,600,0,0.666666666666667,0.666666666666667,2.0680000000001,15
"303",3,600,0,0.666666666666667,0.666666666666667,2.12200000000007,7.5
"304",4,600,0,0.666666666666667,0.666666666666667,2.14300000000003,14.3333333333333
"305",5,600,0,0.666666666666667,0.666666666666667,2.14700000000005,13.3333333333333
"306",6,600,0,0.666666666666667,0.666666666666667,2.16200000000003,11.6666666666667
"307",7,600,0,0.666666666666667,0.666666666666667,2.11000000000001,12.6666666666667
"308",8,600,0,0.666666666666667,0.666666666666667,2.09100000000001,12.1666666666667
"309",9,600,0,0.666666666666667,0.666666666666667,2.03600000000006,16.6666666666667
"310",10,600,0,0.666666666666667,0.666666666666667,2.00799999999992,9
"311",11,600,0,0.666666666666667,0.666666666666667,2.06799999999998,12.5
"312",12,600,0,0.666666666666667,0.666666666666667,2.09100000000001,7.5
"313",13,600,0,0.666666666666667,0.666666666666667,2.04100000000005,13.1666666666667
"314",14,600,0,0.666666666666667,0.666666666666667,2.06099999999992,11.3333333333333
"315",15,600,0,0.666666666666667,0.666666666666667,2.14100000000008,18.3333333333333
"316",16,600,0,0.666666666666667,0.666666666666667,2.053,17.5
"317",17,600,0,0.666666666666667,0.666666666666667,2.053,6.16666666666667
"318",18,600,0,0.666666666666667,0.666666666666667,2.09199999999998,12.8333333333333
"319",19,600,0,0.666666666666667,0.666666666666667,2.13,9.66666666666667
"320",20,600,0,0.666666666666667,0.666666666666667,2.06200000000001,8.33333333333333
"321",21,600,0,0.666666666666667,0.666666666666667,2.10000000000002,5.83333333333333
"322",22,600,0,0.666666666666667,0.666666666666667,2.16599999999994,12.3333333333333
"323",23,600,0,0.666666666666667,0.666666666666667,2.06700000000001,10
"324",24,600,0,0.666666666666667,0.666666666666667,2.0920000000001,19
"325",25,600,0,0.666666666666667,0.666666666666667,2.10300000000007,12.8333333333333
"326",26,600,0,0.666666666666667,0.666666666666667,2.12400000000002,5.66666666666667
"327",27,600,0,0.666666666666667,0.666666666666667,2.04899999999998,21.5
"328",28,600,0,0.666666666666667,0.666666666666667,2.07399999999996,13.1666666666667
"329",29,600,0,0.666666666666667,0.666666666666667,2.10400000000004,9.83333333333333
"330",30,600,0,0.666666666666667,0.666666666666667,2.11599999999999,14
"331",1,600,0,0.666666666666667,1,2.08400000000006,9.16666666666667
"332",2,600,0,0.666666666666667,1,2.10300000000007,19.3333333333333
"333",3,600,0,0.666666666666667,1,2.10199999999998,14.6666666666667
"334",4,600,0,0.666666666666667,1,2.05200000000002,10.6666666666667
"335",5,600,0,0.666666666666667,1,2.11099999999999,8.83333333333333
"336",6,600,0,0.666666666666667,1,2.11300000000006,12.3333333333333
"337",7,600,0,0.666666666666667,1,2.08800000000008,17.5
"338",8,600,0,0.666666666666667,1,1.99700000000007,12
"339",9,600,0,0.666666666666667,1,2.05500000000006,14.6666666666667
"340",10,600,0,0.666666666666667,1,2.05600000000004,10.8333333333333
"341",11,600,0,0.666666666666667,1,1.96299999999997,19.3333333333333
"342",12,600,0,0.666666666666667,1,2.08199999999999,9.83333333333333
"343",13,600,0,0.666666666666667,1,2.11000000000001,11.3333333333333
"344",14,600,0,0.666666666666667,1,2.04099999999994,19.8333333333333
"345",15,600,0,0.666666666666667,1,1.97199999999998,5.5
"346",16,600,0,0.666666666666667,1,1.99000000000001,10.3333333333333
"347",17,600,0,0.666666666666667,1,2.07900000000006,14.3333333333333
"348",18,600,0,0.666666666666667,1,2.08199999999999,12.3333333333333
"349",19,600,0,0.666666666666667,1,1.98300000000006,12.5
"350",20,600,0,0.666666666666667,1,2.08400000000006,11.1666666666667
"351",21,600,0,0.666666666666667,1,2.05799999999999,16.5
"352",22,600,0,0.666666666666667,1,2.077,7.83333333333333
"353",23,600,0,0.666666666666667,1,2.08900000000006,11.1666666666667
"354",24,600,0,0.666666666666667,1,2.09099999999989,14.3333333333333
"355",25,600,0,0.666666666666667,1,2.05799999999999,9.5
"356",26,600,0,0.666666666666667,1,2.07599999999991,6.83333333333333
"357",27,600,0,0.666666666666667,1,2.10699999999997,8.16666666666667
"358",28,600,0,0.666666666666667,1,2.10599999999999,10.1666666666667
"359",29,600,0,0.666666666666667,1,2.08100000000002,13.5
"360",30,600,0,0.666666666666667,1,2.10400000000004,16.3333333333333
"361",1,600,0,1,0,2.10900000000004,11.8333333333333
"362",2,600,0,1,0,2.03599999999994,18
"363",3,600,0,1,0,2.09899999999993,19.3333333333333
"364",4,600,0,1,0,2.09000000000003,18.8333333333333
"365",5,600,0,1,0,1.95699999999999,25.5
"366",6,600,0,1,0,2.05200000000002,18
"367",7,600,0,1,0,2.06700000000001,2.33333333333333
"368",8,600,0,1,0,2.02700000000004,11.8333333333333
"369",9,600,0,1,0,1.98000000000002,8.5
"370",10,600,0,1,0,2.08400000000006,20.3333333333333
"371",11,600,0,1,0,2.10599999999999,27.1666666666667
"372",12,600,0,1,0,2.07799999999997,27.5
"373",13,600,0,1,0,2.06400000000008,20.6666666666667
"374",14,600,0,1,0,2.13,18.5
"375",15,600,0,1,0,2.11300000000006,16.5
"376",16,600,0,1,0,2.06700000000001,19.8333333333333
"377",17,600,0,1,0,2.11699999999996,10.5
"378",18,600,0,1,0,2.14400000000001,24.6666666666667
"379",19,600,0,1,0,2.11099999999999,7
"380",20,600,0,1,0,2.08299999999997,17.5
"381",21,600,0,1,0,2.08499999999992,7.16666666666667
"382",22,600,0,1,0,2.13499999999999,7.83333333333333
"383",23,600,0,1,0,2.05399999999997,16
"384",24,600,0,1,0,2.101,11
"385",25,600,0,1,0,2.09300000000007,15.3333333333333
"386",26,600,0,1,0,2.11800000000005,2.33333333333333
"387",27,600,0,1,0,2.07500000000005,19.6666666666667
"388",28,600,0,1,0,2.08199999999999,26.1666666666667
"389",29,600,0,1,0,2.23400000000004,16.6666666666667
"390",30,600,0,1,0,2.06200000000001,13.5
"391",1,600,0,1,0.333333333333333,2.09499999999991,22.5
"392",2,600,0,1,0.333333333333333,2.00099999999998,17.5
"393",3,600,0,1,0.333333333333333,2.101,34.3333333333333
"394",4,600,0,1,0.333333333333333,1.97299999999996,34.1666666666667
"395",5,600,0,1,0.333333333333333,2.11599999999999,13.8333333333333
"396",6,600,0,1,0.333333333333333,2.06299999999999,23.6666666666667
"397",7,600,0,1,0.333333333333333,1.99600000000009,9.5
"398",8,600,0,1,0.333333333333333,2.07600000000002,13
"399",9,600,0,1,0.333333333333333,2.01299999999992,24
"400",10,600,0,1,0.333333333333333,2.08400000000006,18.5
"401",11,600,0,1,0.333333333333333,2.05700000000002,15.8333333333333
"402",12,600,0,1,0.333333333333333,2.07799999999997,9
"403",13,600,0,1,0.333333333333333,2.12399999999991,17
"404",14,600,0,1,0.333333333333333,2.08299999999997,17
"405",15,600,0,1,0.333333333333333,2.08399999999995,20.5
"406",16,600,0,1,0.333333333333333,2.12700000000007,19.6666666666667
"407",17,600,0,1,0.333333333333333,2.06900000000007,16
"408",18,600,0,1,0.333333333333333,2.05500000000006,26.5
"409",19,600,0,1,0.333333333333333,2.11399999999992,15.5
"410",20,600,0,1,0.333333333333333,2.08499999999992,2.16666666666667
"411",21,600,0,1,0.333333333333333,1.96199999999999,22.8333333333333
"412",22,600,0,1,0.333333333333333,2.12799999999993,2.16666666666667
"413",23,600,0,1,0.333333333333333,2.09399999999994,19.6666666666667
"414",24,600,0,1,0.333333333333333,2.06799999999998,17.1666666666667
"415",25,600,0,1,0.333333333333333,1.98900000000003,34.5
"416",26,600,0,1,0.333333333333333,2.10399999999993,8
"417",27,600,0,1,0.333333333333333,2.13,20.8333333333333
"418",28,600,0,1,0.333333333333333,2.02799999999991,10.1666666666667
"419",29,600,0,1,0.333333333333333,2.10000000000002,10.3333333333333
"420",30,600,0,1,0.333333333333333,2.096,8.5
"421",1,600,0,1,0.666666666666667,2.08900000000006,11.5
"422",2,600,0,1,0.666666666666667,2.08600000000001,16.5
"423",3,600,0,1,0.666666666666667,2.11199999999997,12.6666666666667
"424",4,600,0,1,0.666666666666667,2.12699999999995,4.33333333333333
"425",5,600,0,1,0.666666666666667,2.02300000000002,19.6666666666667
"426",6,600,0,1,0.666666666666667,2.03400000000011,13.5
"427",7,600,0,1,0.666666666666667,2.16399999999999,7.66666666666667
"428",8,600,0,1,0.666666666666667,2.07499999999993,22.6666666666667
"429",9,600,0,1,0.666666666666667,2.06600000000003,18.3333333333333
"430",10,600,0,1,0.666666666666667,2.09800000000007,18
"431",11,600,0,1,0.666666666666667,2.11800000000005,17.5
"432",12,600,0,1,0.666666666666667,2.07400000000007,35.6666666666667
"433",13,600,0,1,0.666666666666667,2.06600000000003,3
"434",14,600,0,1,0.666666666666667,2.08600000000001,17.5
"435",15,600,0,1,0.666666666666667,2.05999999999995,2.83333333333333
"436",16,600,0,1,0.666666666666667,2.04999999999995,17.5
"437",17,600,0,1,0.666666666666667,2.096,10.1666666666667
"438",18,600,0,1,0.666666666666667,2.15599999999995,7.83333333333333
"439",19,600,0,1,0.666666666666667,2.05599999999993,10.6666666666667
"440",20,600,0,1,0.666666666666667,2.10800000000006,11.8333333333333
"441",21,600,0,1,0.666666666666667,2.10199999999998,16.8333333333333
"442",22,600,0,1,0.666666666666667,2.10899999999992,25.5
